"Taxa","BranchesPerTassel","BranchZoneLengthCM","BushelAcreEquivalent","CobWeightGrams","DaysToPollen","DaysToSilk","EarFilledLengthCM","EarLengthCM","EarsPerPlant","EarWidthCM","ExtantLeafNumber1","GrainPercentMoisture","HundredKernelMassGrams","KernelRowNumber","KernelsPerRow","LeafAngle","LeafLengthCM","LeafWidthCM","PlantHeightCM","TasselLengthCM","TasselSpikeLengthCM","TotalGrainMassGrams","QY_max","Fv.Fm_L1","QY_L1","NPQ_L1","qN_L1","qP_L1","Rfd_L1","NPQmaxme","NPQendme","npqslop1me","npqslop2me","af1npq","bf1npq","af2npq","bf2npq","af3npq","bf3npq","cf3npq","af4npq","bf4npq","cf4npq","phippsiiend","af3phipsii","bf3phipsii","cf3phipsii","af4phipsii","bf4phipsii","cf4phipsii","phipsiietos","phtoNPQend"
"R53",10.165,12.765,53.05,8.285,64.5,66,11,12.545,1,3.5,11,NA,23.895,12.25,14.165,NA,74.5,7.125,141.25,39.115,26.35,359.25,-0.501666740239232,-0.725828830981632,-0.0520588814061401,0.232959382659165,0.224387466975541,-0.0594458507324829,0.29222409062092,0.119376751715614,0.350000391484295,0.397516175007728,1.35400237726078,0.477355874182852,-0.0450474667831851,-0.00492735226157929,0.520700111606376,-1.02591327409607,0.236799126872741,0.263639139682766,0.192081532341615,-1.38567122845459,0.364736977700046,-0.675583249646204,-1.52489487902158,-0.0945447400012009,-0.432356279366466,-0.227006156771614,-1.66588819902959,-0.516045490467045,NA,-0.374043134527306
"R71",18.33,10.55,54.75,10.05,73,77,11.335,12.29,1,3.75,12.75,NA,22.175,13.915,19.415,32.25,83.375,7.95,155.5,24.17,13.615,370.8,0.170697173937893,0.0681517494622722,-0.102992072550066,0.195314724057581,0.18438827767276,-0.0422823996336645,0.109088912654712,0.152221365154468,0.303182480282122,0.312434811973584,0.0177458529938582,0.429556773487192,-0.03006658502636,0.014996171374257,0.455995212086619,-0.131476658377047,0.0730739055055758,0.161117344544477,0.0602940458357298,-0.153877334813553,0.298001386446402,-0.0505939346573162,-0.117300584152857,-0.0490563259494219,-0.110126664695595,-0.0667546912184109,-0.132051827170707,-0.0783891796764258,0.260556008855079,-0.237631890660127
"R78",20.835,13.3,75.5,9.94,74.5,77,13.29,14.375,1,3.375,12.75,NA,21.585,16,25.165,48.9,82.75,8.775,159.75,32.135,18.83,511.6,-0.327264329947225,-0.195125667006881,0.0688586120393276,-0.531835669757605,-0.491713165134021,0.047405078794527,-0.608842060869225,0.129709065158977,0.472978222753194,-0.630776928376887,0.167467428657932,-0.678821564148283,0.602331463765606,0.493838262914452,-0.808688043212906,-0.391878036279677,-0.23591644389438,0.115802966499612,-0.223912711758417,-0.345357338499121,0.358113453233877,-0.761427518990456,-0.460179915265256,-0.828021835353002,-0.046623634656803,-0.878005243429712,-0.194485902104804,-0.00168871961096167,0.165972921402334,-0.759588727569459
"RS_710",4.5,4.1,64.35,12.27,63.5,65,9.17,10.875,1,3.79,11.25,7.9,24.34,15.75,16.5,47.3,62.375,9,140.75,21.4,17.3,435.75,0.0255934630903671,0.127969478549581,0.0720438607383434,-0.148522507072931,-0.154057465242437,0.0728047293265876,-0.0712492596114059,-0.280525683156724,-0.212227861409149,0.0435953293166649,0.123843277493444,0.681305472620283,-0.513389903667231,-0.445273919470613,0.929119657666037,0.10490918941827,-0.204291274549557,-0.279660441124227,-0.206196739735189,0.14713645155491,-0.210872225440955,0.333353022980512,0.300527452275215,0.247658391189834,-7.29598398983818e-05,0.311622727958267,0.352032380556189,-0.052725864037556,-0.248348457889178,0.397467157724599
"S_56",5.165,8.75,41.7,8.13,58.5,61.5,11.205,11.67,1,3.415,8.5,NA,24.915,10.665,17.085,NA,74.875,7.4,118,29.85,21.1,282.75,-0.611085619068185,-0.940236369057171,-0.068957441307997,1.14737125460694,1.12988208612689,-0.314025066362873,1.01223498312195,-0.185432386516807,-0.0542567061127346,1.21168133392424,0.159702948944031,0.190250820678599,-0.446060312743781,-0.377586896369226,0.33822209707439,-0.142640099259572,-0.286878071425425,-0.235146357909672,-0.31985763178019,-0.0289700929904716,0.133972454930238,-0.506141886732244,-0.440066128581308,-0.634763601501017,0.244750191722951,-0.725654400911791,-0.232765889175505,0.321299395482864,0.146607769373698,0.00097833389677917
"S8324",8.92,8.63,92.05,10.66,66.5,69,10.875,11,1,3.96,11.5,8.4,26.665,15.915,21.75,22.75,71.325,8.3,159.75,21.775,13.14,623.6,-0.0418706772127466,0.0538400961927931,0.235443390367352,0.0428799473772342,0.0693552025851747,0.231579277339196,0.1466356405793,-0.374683635274904,0.389873962715278,0.117513406794123,0.992474622928949,0.351238021895161,-0.503370202931075,-0.474473516160511,0.651032161910989,-0.957524477668044,-0.400043435169812,-0.344926673719792,-0.430169334772871,-0.817113130618961,0.240147038316157,-0.255094459610382,-0.530860141926517,-0.126962554215277,0.184647787846274,-0.155725111143568,-0.509098128530131,0.174005492858395,0.570350869380663,-0.369611584311371
"S8326",13.67,8.785,98.35,10.84,75.5,79.5,14,14.335,1.0625,3.415,12.25,8.3,20.915,13,30.92,29.45,78.625,8.8,177.25,30.18,21.4,666.15,-0.126611208325679,-0.175847358411749,-0.0269051518347281,0.172570268417801,0.182229168058208,-0.229233349603742,0.29870365091578,0.669005905526258,1.00157741698346,0.281484803028839,0.535942923069386,0.736467194425277,0.346662240434927,0.430305230967291,0.459973696945078,-0.387423046208308,0.537680029770609,0.76176300368632,0.525056228069117,-0.723122083577105,0.909590895140064,-0.162942198484702,-0.905045661689277,-0.0120066007127719,-0.0175404145538479,-0.0637631696473305,-0.949495279870321,-0.0466716570357272,1.0710390233101,-0.820542195744774
"SD101",10.835,6.8,83.4,19.425,72,72,12.71,13.355,1,4.165,13.25,7.55,29.3,16.125,25.75,49.5,71.75,8.4,168.25,26.985,20.185,564.95,0.2477694888191,-0.240145825518282,-0.0875548549713739,1.11442114037625,1.07415038670544,-0.130036288637889,1.16457698542781,1.48634985949181,0.59233646128183,1.18544413113021,-1.20644761956217,0.927686587234033,1.21207541252385,1.29839361748124,0.18168242280386,0.751537114836984,1.30506680927328,1.54319025676699,1.29853915365549,0.214033635025953,1.00093686787155,0.148325214680198,-0.0432943504276205,-0.269584069221239,0.410843612269085,-0.270368251352796,0.0140297293853208,0.474975599328351,0.0558392147832419,-0.428519087882479
"SD102",5.335,5,78.55,10.88,71.5,74.5,10.205,11.585,1.125,3.25,12.25,8.15,18,13.67,26.335,28.6,69.125,8.325,143.5,26.215,21.22,532.25,0.128263186419413,-0.0876432805372013,0.0694239118453318,0.499457714732588,0.472800755994191,0.0560525199081664,0.572165530594781,0.458795177013477,-0.110760663952008,0.707234211836725,-0.376875605309265,0.533686252516142,0.181414799947587,0.252184782279987,0.355387478486347,0.350688382988889,0.633463924003911,0.483915519565364,0.647043712719967,0.0542523188535016,-0.186629641284908,0.0199458249905463,0.152079575929022,0.386697359763653,-0.212165544344942,0.421086510335202,0.013703735314395,-0.285702614006226,0.309472738807517,0.217154918284545
"SD15",8.165,5.235,99.8,17.995,70.5,72,12.77,14.545,1,4.375,13.25,8.45,21.05,16.5,25.625,NA,74,9.275,204,29.17,23.935,676.05,0.137014298705287,-0.059788328153797,-0.0692481502849815,-0.0372764063212801,-0.0488741464694777,0.0094197444119141,-0.0421590504992111,-0.241731685808142,0.491976602305429,0.0935574199226438,0.172963476809194,0.0625487095089007,-0.269853130887037,-0.284849628641171,-0.0642413204683837,-0.193944850657936,-0.356593742709706,-0.224630985025409,-0.336853283564434,0.0161044379925582,0.343100784923651,-0.283739029104817,-0.0223288296566828,-0.315480083368838,0.0972978487234566,-0.304149372904671,0.0890746541410345,0.0665888987838036,0.307432248372978,-0.36319972146451
"SD40",4.835,6.42,100.9,11.805,71,77,13.165,13.21,1,3.875,13.5,9.05,27.63,12.75,27.915,21.5,81.25,6.925,170.75,34.15,27.73,683.6,-0.102815732550667,-0.386372634835124,-0.0695765278763403,0.659655945202716,0.700240419939258,-0.0316679246597429,0.762815754982928,-0.38266099260851,-0.0480560190593304,0.735497332076048,0.45676036583273,0.843316875692868,-0.657672755697301,-0.557672983292683,1.11499176767484,-0.228361769404745,-0.456411529396584,-0.381588048337562,-0.461502614681634,-0.00570290501001929,-0.140953042699358,-0.319610236506209,-0.0236211442939471,-0.369473615554558,-0.0557393468808792,-0.404486704283624,0.0434334561119443,-0.00675001907684729,-0.0408831369757889,0.0500564617742499
"SD42",17.335,11.985,30.5,26.86,70.5,74,10.585,11,0.875,3.79,12.75,NA,26.81,14.92,19.42,46.1,75.875,9.5,160.25,38.065,26.085,206.7,-0.385186576678219,-0.267565414761493,0.00928209631566635,-0.389519993445492,-0.296136234507469,0.012658874049168,-0.408760788998597,0.0257778147643234,-0.021854949115104,-0.317476692319352,0.00695541519338608,-0.399373788085018,0.0910362003986353,0.0564221092186888,-0.400816982743749,-0.0124976418311638,0.0231518998513097,0.00964611380449922,0.0152334826001528,-0.0618032883435592,-0.0292198585035895,-0.356697394052515,-0.439558737236539,-0.314399491922939,-0.0592270725620231,-0.386835703541419,-0.330044261850525,-0.0512962589682754,0.484374552776844,0.00898094196747879
"SD44",12.665,10.535,97,14.91,67.5,68,9.92,11.415,1,4.5,12.5,8.95,23.3,17.5,22.75,37.55,77.25,8.825,187.75,30.93,20.4,657.1,0.243650414438449,0.0545137914684724,-0.278558011559864,0.288586810927139,0.200487945127335,-0.439298887349801,0.447787265352439,-0.693347029830609,-0.129634969535176,0.312325736776083,0.93476775500665,-0.0605221223562556,-0.780026612075159,-0.769235686212168,0.34518744145757,-0.739053876310141,-0.567773806316112,-0.646857012776652,-0.589882238499009,-0.533929147419518,-0.378898637093738,0.309246089402196,-0.206335218649593,0.297930702279293,0.303915324074252,0.302866322267346,-0.301720825595606,0.274358793284585,0.310092897921541,0.408771122822311
"Seagull_Seventeen",5.5,7.935,111.1,12.26,72.5,76.5,18.08,19.04,1,3.71,11.5,8.6,30.85,10.665,33.835,34.8,70,8.925,182.75,38.665,30.735,752.55,-0.0235799582244799,-0.0219082414843768,-0.355701802568574,-0.184525303586136,-0.174367790516502,-0.415131751957392,-0.0217782616727066,0.202699012688879,0.405699367222499,-0.0687203091857753,-0.026589928506609,0.350831949585555,0.109204169871665,0.135134116421902,0.313384123461841,0.0555626979984657,0.0909186393312249,0.143257472055343,0.0911156307247373,-0.016313022166212,0.247392197785682,0.0400131320633402,-0.157245105397551,0.301302634527978,-0.2609142422024,0.296242311719784,-0.269241325664907,-0.294940437348156,0.457316496507871,-0.265770155598145
"Sg_1533",20.5,10.085,48.65,7.985,82,84,11.625,12.045,1.25,3.165,15.25,NA,15.92,13.085,21.665,36.7,72.125,7.925,172,30.215,20.13,329.35,-0.244912853929265,-0.394117255792764,0.0374130804918089,0.261394000198483,0.24469394824999,-0.00232103670405405,0.213675930511824,-0.771398054097847,-0.762603038782889,0.237454446877943,0.182518030415171,0.220164081146043,-0.783607801687342,-0.793845573246537,0.150406580283689,-0.0403839256549654,-0.72102415093947,-0.772638744857459,-0.740060214095834,0.34892078422963,-0.487332952168241,0.0495277567241966,0.171863016452405,-0.0095060118892103,-0.0151318158997499,-0.0322515897519951,0.051852887012787,0.0605548223806517,-0.184212906816984,0.587962342836313
"Sg_18",13.665,11.07,67.95,18.465,73.5,77,11.875,13.54,1.1875,3,13.75,7.85,12.045,18.335,29,54.9,87.625,6.325,190.75,34.12,23.05,460.55,-1.09137112874425,-1.1493909634921,-0.244040062815209,0.318864778929234,0.427334949599765,-0.324626142397828,0.430881571277427,-0.340388407449286,-0.251746080868099,0.381670353063342,-0.0296415168722401,0.029407005188571,-0.414577661756567,-0.400190136637599,0.215504407907108,0.131688341424104,-0.388959652475681,-0.409212610920206,-0.397907798980774,0.264718797326449,-0.221221033719766,-1.02714139895093,0.0391433759743978,-1.01103036782229,0.0293717340586424,-1.13759673514316,0.44087232426597,0.0090387446797352,-0.319059464758891,-0.0130859273380069
"SG_30A",22.17,13.13,19.9,4.06,73,73.5,9.08,9.455,0.6875,2.915,NA,NA,10.565,13.5,19.665,NA,71.125,5.6,NA,33.415,20.285,135,-0.551433522374899,-0.435779464847708,0.262922550894982,-0.233319100367513,-0.13864814701707,0.199307761945373,-0.113144958232407,0.160286263221758,0.492368264657123,-0.192217429518034,0.0514987499080662,-0.0653171945864069,0.0846570555337856,0.0776475258148177,-0.0913612789193713,-0.0362251925797629,0.0201241124670801,0.156645491833337,0.0271408829693527,-0.0742221771325178,0.428801896936478,-0.702990438463393,-0.512616897948974,-0.605223169805815,-0.278803885924897,-0.662359313573096,-0.26165510760882,-0.297662925021227,0.700675652231711,-0.560831676895253
"T141",14.33,9.4,99.05,16.225,66,69,14.585,16.165,1.0625,3.375,15.25,7.65,21.31,12.75,32.92,40.95,78.25,8.4,189,27.615,18.215,671.1,-0.332428122569622,-0.246369017461696,0.0194139858308027,-0.266532710774576,-0.152812659450253,0.032492460737643,-0.36711229917058,-1.42227636014565,-0.746356080175838,-0.240462651292656,0.80006992015502,-0.401811968208163,-1.54083021056482,-1.43286635032677,0.582985110780202,-0.661747846061575,-1.2587561161251,-1.29127567136779,-1.28406096736584,0.151918044413296,-0.720614353231471,-0.0205023541231411,0.669486843587138,-0.239723151486479,0.425440687544196,-0.191190536272829,0.848167565195046,0.41044432519008,-0.662983736115577,0.806960413928536
"T146",21.165,12.815,32.5,3.93,66.5,69,9.625,9.92,1.125,2.375,11,NA,15.64,11.165,22.335,26.4,55.625,6.575,120.25,26.135,13.32,219.85,-0.473751964391688,-0.311765451981503,-0.0661418921838309,-0.470122266485405,-0.394514248410419,-0.0182477185053844,-0.446358870513619,-0.279882689703731,0.242533289232892,-0.640601264018416,-0.391345281015258,-0.7641460476229,-0.0817208124043557,-0.165259313603987,-0.73678918923838,1.16799269536653,-0.462088885241778,-0.299021481851231,-0.424635143249202,1.3250420547899,0.195275520952488,-0.614644562426992,0.778641737976747,-0.579423851323936,0.283541575816238,-0.528442432784994,1.04665531791116,0.228338932439939,-1.0717891746353,-0.366534207412118
"T232",19.67,12.25,25.85,9.705,78,82,8.25,11.335,0.9375,2.96,12.75,NA,28.56,9.67,8.165,17.95,80,7.725,198,31.615,19.365,175.2,0.58919392933419,0.648175948565808,0.0241573334231421,-0.468348923965674,-0.474506885436965,0.00232048323330294,-0.390020797691608,-0.506178361849924,0.0222856717666666,-0.467023934603002,-0.185435035254809,-0.321314931831791,-0.487161576709258,-0.527254785416522,0.0751961637960686,0.489352395180789,-0.69117416979711,-0.580513074867953,-0.67142372970594,0.821590473160865,0.0916063497657716,0.497639894052749,1.26343135584263,0.176409055533614,0.018567770263447,0.261675990983806,1.05612186679234,0.0327392766688477,-0.906111971517889,0.214037021709328
"T234",16.335,9.55,27.1,10.13,80,86,10,12.75,0.5,3.13,14.75,NA,24.73,11.5,16,33.45,83.75,10.4,193,30.38,20.83,183.9,-0.273274002030532,-0.327704523271448,-0.115888865890464,0.731121842137738,0.691320557692758,-0.143227616487724,0.117779664055237,0.0242191954936609,0.500680856331411,0.806739212032469,0.576709982792249,0.844032278546524,-0.140329316137632,-0.0861328962368429,0.486424734509887,-0.448786778591877,-0.515115269028716,0.0976428643512197,-0.510258093250217,-0.117712912170367,0.631719992340766,-0.771397034504876,-0.486763146602954,-0.903442577644121,-0.0589789698645113,-0.876514366528241,-0.132068831367241,-0.0572576590511166,0.243547261145367,-0.937821966594745
"T242",14.83,9.35,19,6.09,65,70,8.875,12.5,1,2.625,10.5,NA,26.975,8.17,12.92,56,66.375,8.325,138,35.5,26.15,128.65,-0.179966882702441,-0.259953989661416,0.164196331609128,0.161275783755149,0.439541965666964,0.118206228656092,0.30142400819405,-0.473943313644457,0.401943044393274,0.526469879311289,0.4889099913053,0.563253673431228,-0.595818248629986,-0.562629687954966,0.746534436967024,-0.290749335414008,-0.81124455426651,-0.485319326689358,-0.825104464672124,0.0312065927794001,0.548559746214684,-0.2713699898601,0.115770363611381,-0.306650743120226,0.0304598196966988,-0.323783753370425,0.171227884137411,0.0659998548846223,-0.209156576307261,-0.522433563379209
"T8",15.83,8.685,69.8,10.835,81,78.5,13.54,14.46,1,3.085,15.5,8.3,24.87,10.25,24.835,21.8,86.125,8.025,212.75,31.665,22.985,472.9,-0.703057027841957,-0.491342765547044,-0.23830453177517,0.69075834545904,0.716591983585203,-0.043052160192452,0.311617131159045,-0.930109993883989,0.405042351690322,0.62235246356843,0.476835743432252,0.484078111769853,-1.03278265182956,-1.00042442878827,0.278019227964141,0.0784972038925024,-1.1925136931924,-0.973168706171403,-1.192557477442,0.730685470551976,0.20680191936699,-0.815626857255113,0.284101242864799,-0.978052479072195,0.0479776740701631,-0.978561104516067,0.753959545372671,0.0382094917639213,-0.717273979362001,-0.677458568132503
"T9",8,8.33,NA,NA,55.5,58,NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA,56.125,6.575,117.75,34.33,26,NA,-0.388993352563594,-0.395035824320412,0.165811330750078,-0.0924147394973795,-0.0359537019271984,0.101932956228671,-0.075266657991321,0.19060983300303,0.144023799791985,0.0107487224057164,0.0753201730330112,0.0180654937428837,0.297296140611482,0.281831372383002,-0.140424798197885,0.00711265922282725,0.0915197432078727,0.18731873800441,0.0765878306860313,-0.184077336971584,0.151357624142193,-0.438124094817948,-0.624238434434644,-0.188347336703832,-0.273859061294755,-0.246397819810676,-0.614597358347778,-0.254306805606287,0.698492452426113,-0.200711431049387
"Tr",22.5,11.765,54.35,11.51,74.5,75.5,10.775,11.69,0.75,3.79,14.25,9,21.08,16.085,17.625,35.3,96.5,8.075,163.75,27.85,16.08,368.15,-0.04273451838539,-0.293757842092414,0.0367576742166631,0.413122883599154,0.446858023064884,0.0491412677514929,0.500853314390053,-0.18125274446706,0.369698029256545,0.618666416627817,0.466067602163206,0.466721503598941,-0.42446084645789,-0.382043506762235,0.509364579140306,-0.461599773422296,-0.282590311303026,-0.145099562631701,-0.29816715659453,-0.586991544976428,0.381719401718669,-0.334913954117921,-0.145409462075614,-0.217633024113594,-0.254162703844587,-0.265502266930314,-0.0699772344177588,-0.28769719233537,0.406748253184377,-0.408613161274373
"Tx303",19.67,14.05,69.95,11.175,85,89,11.54,12.99,1.1875,3.685,13.25,9.5,26.315,13.535,23.285,21.75,87.25,9.225,212.75,40.5,26.45,473.65,0.0226060342391073,-0.315470432311271,-0.0688486379882315,0.78873596561072,0.782727261588573,-0.0588186268313139,0.77568589458337,0.230535546851297,0.172030135879964,0.647223410147487,0.0101480278189415,0.597775365895144,0.0397551896542923,0.0951049076621968,0.57776830211294,0.0127064744844832,0.164056394981849,0.198279527105227,0.147940700885113,-0.125484632052364,0.232170234896293,0.0415625986594496,-0.111434871289858,0.117374621569424,-0.117538479387169,0.081688671639449,-0.166434503228691,-0.0792437129415471,0.190592598011288,-0.102059690470416
"TZU-CHIAO-HSI-WU_105",11.67,9.735,100.6,21.45,75.5,76,16.875,17.125,1.125,4.25,15,7.75,26.075,12.25,30.335,34,79.5,8.45,210.5,37.85,28.115,681.5,0.347730849689062,0.470131309237102,0.00704585104833904,-0.388062930171961,-0.397390725467269,0.0100200816446758,-0.312304191379606,-0.361548370781869,0.0997009449964784,-0.520102297180756,0.349439463320821,-0.580034812467835,-0.132068291921881,-0.215035708177475,-0.315478753993219,-0.197319366528811,-0.243021395154877,-0.39566918286461,-0.249278698370269,-0.0599323638196279,0.0944888052519349,0.0707008985026307,0.473262956458219,0.0955393193448479,0.0762713024028325,0.127679066288502,0.36900554355738,0.0981785009826719,-0.286524182634689,-0.045430738053794
"U_123",11.165,7.48,51,7.7,62.5,62.5,11.58,12.5,1,3.42,11,NA,15.24,14.5,27.5,NA,54.25,6.375,155.5,26.9,19.415,345.7,-0.801577186135086,-0.905034910474713,0.128884825218538,0.374931107899177,0.435622368458455,0.066699839740769,0.597646899657432,-0.405132972716087,0.218639678802989,0.56563475059176,1.24767739316448,0.549725643970006,-0.767057398538862,-0.696628057498571,0.900847467648453,-1.16389920343757,-0.187158932979685,-0.275153623947641,-0.220623347767623,-1.18016029558495,-0.166975172198389,-0.444860910819716,-0.97279098673982,-0.114746129590432,0.0070203696001185,-0.164791797105584,-0.973991545768577,-0.0153474958865341,0.994770688596522,-0.22425421048192
"U267Y",6.67,9.63,8.8,12.51,84,93,7.33,10.335,0.875,3.125,11.75,NA,35.95,5.585,4.415,32.3,75.875,9,172,29.5,19.87,59.85,-0.28507942989282,-0.0519748494601362,-0.0452970915844072,-0.935667663248288,-1.21865078299261,-0.266637696511407,-0.782591388938834,-0.763721971386146,-0.222460065272931,-1.16699763875896,0.471138552248167,-1.3474706804427,0.307478844164272,0.192411228258728,-1.48732931090056,-0.459128228915928,-0.730578041147664,-0.738303350877789,-0.745116996497668,-0.182258267053585,-0.256764998722393,0.0302006607256619,-0.605999514308037,-0.355920640773533,-0.0553685730686049,-0.329193089872066,0.242430842813562,-0.0684146967309262,-0.0886967604042054,0.183616537699358
"Va102",9,9.9,78.3,23.295,72.5,77,13.665,15.665,0.875,3.795,11.25,9,32.225,11.67,25.665,28,72.625,10.025,176.25,39.05,29.15,530.65,-0.758521032322276,-0.648492387754152,0.0993939968478218,0.551856275523836,0.608789798489806,0.107622116116662,0.667653510799694,-1.17128047701488,0.402592547674863,0.633545784736904,1.28598171433651,0.411869472489838,-1.30529058653376,-1.28355341234654,0.831209142920047,-1.03216415349093,-1.26542340182767,-1.09069371806377,-1.28544259196089,-0.31872969963226,0.15071477451856,-1.07052916414067,-0.274076925177587,-0.782059148095317,0.0427968827118308,-0.817974335720475,0.179140173051441,0.0138125709370864,-0.218216962484214,-0.63178349032615
"Va14",14.335,10.735,9.5,7.46,77.5,86,8.81,11.08,0.9375,2.98,13.25,NA,20.925,10.33,11.5,30,81.375,8.225,163.5,37.37,26.635,64.4,-0.464527179144447,-0.647177161378572,-0.0332333240082701,0.424089220881856,0.494617309063632,-0.0394630720147032,0.550690431500263,-0.824618849262328,0.767485501790784,0.318527515290056,0.866422530783461,-0.099542425580108,-0.82018983742044,-0.836675433752056,0.449783061774639,-0.570111721917661,-1.15568527597329,-0.766972491085294,-1.15433069872414,0.135017006571752,0.709862009013434,-0.943442176021481,-0.197874296991796,-0.738378626427322,-0.201735943468385,-0.721003253006202,0.00142154243520917,-0.261222785951633,-0.389080953015921,-0.954807597315075
"Va17",8.835,9.485,18.85,9.32,74,81.5,5.65,9.585,0.6875,3.065,12.5,NA,27.12,10.665,8.21,38.75,81.5,8.85,153,34.315,24.835,127.75,-0.182017430555195,-0.239828870052115,0.0633681143299478,0.135973130524364,0.131037570497467,0.0873021712980278,0.324249212476312,-0.104937062528966,0.712916491280589,0.133226073021655,1.00104160776096,0.14322436711543,-0.190633365381301,-0.16980342278357,0.259262464883698,-0.623631011449248,-0.288327286931582,-0.523629957081207,-0.301821430593238,-0.533314651714198,0.696379016203355,-0.535136629687212,-0.29394340002934,0.022128352922965,-0.45892111773712,-0.00351990836834867,-0.20271166079022,-0.517955127766547,-0.11317705994341,-0.865184736856897
"Va22",19.335,8.48,73.3,16.75,76.5,78,15.58,16.33,1,3.33,15,NA,22.14,12.17,29,36,74.5,10.175,162.5,31.72,23.23,496.2,-0.1169442128411,-0.100043811628562,-0.206558192054009,-0.264800191847361,-0.223503909806926,-0.202510962177127,-0.333355531987528,0.105034964585065,0.5461464771354,-0.214119425354529,0.260083975808309,-0.106637925526702,0.247225509081383,0.196483358524978,-0.0830482446295936,-0.224582748463696,-0.152883453774798,0.0912811268799731,-0.171940359361569,-0.185613990434219,0.673999421428947,-0.45051059442708,0.157851516989873,-0.512566154290655,-0.170610093873271,-0.51463957693674,0.361883570858124,-0.178031737955624,-0.135680536863355,-0.471757093970598
"Va26",24,16.3,108.95,21.65,72,72,13.75,14.79,0.9375,4.5,12.5,8.8,28.695,14.335,29.415,31.1,83.75,8.675,179,35.385,19.085,737.9,0.300024391204131,0.307484752612377,0.0995139177041011,-0.0401159171954056,-0.0791553713213445,0.0321908378647798,0.0724225405907,-0.11471242335155,0.133405718333396,0.0577677881260215,0.829189035717326,0.383213710621938,-0.269848254835303,-0.240283190877972,0.557278941966062,-0.644530156927163,-0.0295566712732121,-0.0369501901811449,-0.0894139204612178,-0.763716562565295,0.222655484693479,0.0406982550861044,-0.318740640693801,0.150250120567444,-0.0192853659043613,0.0681137396129447,-0.426425057788395,0.0249557275303725,0.375372368465701,0.0776038624571807
"Va35",7.165,9.115,69.55,10.715,74.5,77,11.46,11.625,1,3.625,14.25,8.3,31.225,11.165,21.5,19.85,69.125,8.225,169.5,33.7,24.58,471.25,-0.588138296699491,-0.644041416638657,0.103850692531996,0.558966688090296,0.301746560938859,0.113325353653172,0.635195848886652,-0.750152707399367,0.397402352338281,0.575100632542974,0.919205360988842,0.591914100447326,-0.925399845884989,-0.88397751652841,0.84973130154808,-0.906168655451855,-0.853812404831195,-0.72443385304167,-0.883584551217453,-0.626326769248056,0.138441737296082,-1.123835891418,-0.426870790075761,-0.87061642387452,-0.00579438494942167,-0.919165881330929,-0.232658221532996,-0.0743419175726058,-0.20404528497472,-0.521928040419192
"Va38",13.335,6.285,100.05,17.595,74.5,76,11.375,11.5,0.9375,4.25,13.75,8.25,23.87,18.165,26.915,28.4,77.75,7.825,177.25,28.5,22.215,677.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Va52",8.5,9.2,64.8,17.13,72,76,10.67,12.625,1,4.045,11,8,26.64,14.665,19.415,31.75,81.25,8.325,150.75,30.985,21.785,439.05,0.0264072614418571,0.00697687701590546,-0.177698123556461,0.182960193125053,0.210768683555485,-0.306051417283313,0.195873149679585,0.279896188759747,0.721041076071407,0.365583751191018,0.370681336879517,0.406791039725231,0.115700663506731,0.161123355621383,0.336484211313917,-0.241150160087675,0.25680979355735,0.324326220803874,0.255149615195834,-0.41216657862864,0.443405267987858,-0.456397720544792,-0.22955725170522,-0.145680064946839,-0.177594895988266,-0.133162615800176,-0.158308193558683,-0.232141587567598,0.42408502961136,-0.594252095175869
"Va59",13.335,9.115,62.25,10.21,74,79,10.375,10.705,1.0625,3.75,11.25,7.9,32.18,11.085,20.25,21.9,74.875,7.95,163.25,30.53,21.415,421.4,0.304462029541313,0.366678393124179,0.130081422631757,-0.261939243105066,-0.256555024500298,0.149597193882799,-0.261767414658717,-0.0857491264629043,0.981295974154298,-0.224369773560136,0.745637485985275,-0.699756562118382,-0.0195168769292289,-0.0836189458541594,-0.731818165845216,-0.611309214793829,-0.329717455804556,-0.0598153687493605,-0.341786835603945,-0.552623195827836,0.630423106520302,-0.6429160513693,-0.138440048812407,-0.301145386681927,-0.0964163497582473,-0.320566108597398,-0.152094414960138,-0.0707969657476662,0.0130636782835317,-0.815078009328239
"Va85",4.835,6.785,84.6,17.25,76,77.5,15.915,17.165,1,3.665,15.25,7.8,25.675,12.67,29.165,35.9,86.5,7.375,200.5,35.5,28.715,573.2,-0.404819063748478,-0.338519286251109,0.00608965909934578,-0.197980060433676,-0.191220081113461,0.020314881481983,-0.123421017099238,-0.12137596529304,0.382279131617447,-0.151971708456576,-0.00612067494966092,-0.126323476059084,-0.0517500480349758,-0.0704835881184278,-0.100776931425895,0.141770726773507,-0.0737825765504441,-0.123742487403522,-0.066265146542525,0.14472510101297,0.246097971447652,-0.404669426908073,0.0233138689341272,-0.364971656871307,-0.0062224953720191,-0.367437911841385,0.100960328813064,0.0491056357256061,-0.146767063782291,-0.366544306017466
