ID,Species,Group,Group_As_On_Fig2,Source,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6
PHMK0,Z. mays,Mixed,Other,Qiu et al. 2021,0.02419,0.0133506,0.0218889,0.00254814,0.00250355,-0.00664964,0.00109275
PHN11,Z. mays,IDT,IDT,Qiu et al. 2021,0.02647,0.0200084,-0.0133725,-0.0787137,0.0490331,0.0672667,0.0185527
PHN18,Z. mays,SS,SS,This Study,0.01535,0.0148133,0.0349629,0.00914931,0.00481813,-0.00436438,-0.00282336
PHN29,Z. mays,Mixed,Other,Qiu et al. 2021,0.02373,0.0166594,0.0203321,-0.0381175,0.0288364,0.0318808,0.0027901
PHN34,Z. mays,Mixed,Other,Qiu et al. 2021,0.04611,0.0100457,-0.0165196,-0.0154186,0.00477686,0.0122096,-0.00639459
PHN41,Z. mays,SS,SS,This Study,0.01678,0.0141907,0.0354663,0.0106948,0.00388928,-0.000406587,0.00149562
PHN46,Z. mays,NSS,NSS,Qiu et al. 2021,0.02857,0.0124169,-0.025439,-0.0215841,-0.00400685,-0.0223476,-0.00551533
PHN47,Z. mays,IDT,IDT,Bukowski et al. 2018,0.02763,0.0191959,0.0357466,-0.0127003,0.0168299,0.0165717,0.0179596
PHN66,Z. mays,Mixed,Other,Qiu et al. 2021,0.02662,0.0155255,0.0228773,-0.00271057,0.00393324,-0.0223067,-0.0186811
PHN73,Z. mays,NSS,NSS,Bukowski et al. 2018,0.01259,0.019185,-0.00409924,-0.0235547,0.00404261,-0.00460336,0.0171436
PHN82,Z. mays,IDT,IDT,Qiu et al. 2021,0.02867,0.0184863,-0.0186394,-0.079064,0.043346,0.0534008,0.02048
PHP02,Z. mays,IDT,IDT,Qiu et al. 2021,0.02976,0.0191052,-0.0176307,-0.0922324,0.0558157,0.0741394,0.0139811
PHP38,Z. mays,SS,SS,Qiu et al. 2021,0.02516,0.0174633,0.03938,-0.00370008,0.0102743,-0.0278659,-0.0212701
PHP55,Z. mays,IDT,IDT,Qiu et al. 2021,0.02829,0.0189369,-0.0120482,-0.0827539,0.0502193,0.064229,0.0102812
PHP60,Z. mays,Mixed,Other,Bukowski et al. 2018,0.00543,0.0161022,0.017343,0.00849367,-0.0033693,-0.00475998,0.0125381
PHP76,Z. mays,IDT,IDT,Qiu et al. 2021,0.03518,0.0170472,-0.016999,-0.0649079,0.0364813,0.0476143,0.00203698
PHP85,Z. mays,SS,SS,Qiu et al. 2021,0.01898,0.0193323,0.0567562,-0.00244792,0.0125068,-0.024087,-0.0218314
PHPR5,Z. mays,Mixed,Other,Qiu et al. 2021,0.02505,0.0177344,0.0276679,-0.00420267,0.00322861,-0.024181,-0.00598132
PHR03,Z. mays,Mixed,Other,Qiu et al. 2021,0.03724,0.0156167,-0.0237902,-0.0502247,0.0168688,0.00539002,0.0065139
PHR25,Z. mays,IDT,IDT,Bukowski et al. 2018,0.00679,0.0205762,0.0225967,-0.0380109,0.0319917,0.0415738,0.0109474
PHR30,Z. mays,Mixed,Other,Wang et al. 2020,0.04989,0.0164827,0.0054693,-0.0061657,0.00172125,-0.0199848,-0.0119293
PHR31,Z. mays,IDT,IDT,Qiu et al. 2021,0.02961,0.0183653,-0.0209128,-0.0838726,0.0488805,0.0648147,0.0143236
PHR32,Z. mays,Mixed,Other,Bukowski et al. 2018,0.00605,0.0157087,0.0129865,0.00203737,-9.87798e-05,-0.00675183,0.00590707
PHR36,Z. mays,Mixed,Other,Qiu et al. 2021,0.02862,0.0120959,-0.0200514,-0.0239546,0.00792349,0.0130457,-0.00904821
PHR47,Z. mays,Mixed,Other,Qiu et al. 2021,0.04788,0.0123865,-0.0181002,-0.0227902,0.00776161,0.0127892,-0.00787619
PHR55,Z. mays,Mixed,Other,Bukowski et al. 2018,0.01621,0.0181462,0.0305168,-0.00180374,0.00527849,-0.0010188,0.00795455
PHR58,Z. mays,NSS,NSS,Qiu et al. 2021,0.03054,0.0135537,-0.0235751,-0.0189589,-0.00655302,-0.0277321,0.00118393
PHR61,Z. mays,SS,SS,This Study,0.01659,0.0175577,0.0457888,0.00427077,0.00886755,-0.0165061,-0.0145021
PHR62,Z. mays,Mixed,Other,Qiu et al. 2021,0.03042,0.0174472,-0.0245308,-0.0648136,0.0336847,0.0450712,0.00182913
PHR63,Z. mays,IDT,IDT,Bukowski et al. 2018,0.00908,0.0193802,0.0101965,-0.0238457,0.015767,0.0155641,0.00453343
PHRE1,Z. mays,SS,SS,This Study,0.02233,0.0176008,0.00290518,-0.00750571,-0.00514728,-0.0367095,0.00747469
PHT10,Z. mays,SS,SS,Qiu et al. 2021,0.02838,0.0179381,0.0677931,0.00768211,0.00956391,-0.0182461,-0.0117401
PHT11,Z. mays,SS,SS,Qiu et al. 2021,0.02111,0.0167097,0.0456929,-0.00045364,0.00953076,-0.0130005,-0.0152168
PHT22,Z. mays,IDT,IDT,Qiu et al. 2021,0.02914,0.0176833,-0.0214469,-0.0577043,0.0222417,0.0182691,0.0123996
PHT47,Z. mays,SS,SS,Qiu et al. 2021,0.03318,0.0173001,0.0317535,-0.00331038,0.0106245,-0.0173306,-0.0262274
PHT55,Z. mays,SS,SS,Qiu et al. 2021,0.02664,0.0172364,0.0307882,-0.00669989,0.011103,-0.022692,-0.0216936
PHT60,Z. mays,NSS,NSS,Bukowski et al. 2018,0.00444,0.0169278,0.0109056,0.00107761,-0.00395909,-0.0129832,0.0116266
PHT73,Z. mays,Broad origin-public,Other,This Study,0.02122,0.0114545,-0.00903164,-0.00706854,0.00228755,0.00694752,-0.0194976
PHT77,Z. mays,NSS,NSS,Bukowski et al. 2018,0.03106,0.0185096,0.0318511,0.00319257,0.000568794,-0.0142818,0.0042751
PHTD5,Z. mays,IDT,IDT,This Study,0.02245,0.0201788,-0.0155738,-0.0839121,0.0527553,0.0705856,0.014424
PHTE4,Z. mays,SS,SS,This Study,0.19483,0.0174346,-0.00185501,-0.00804516,-0.0114207,-0.0547893,0.0180774
PHTM9,Z. mays,NSS,NSS,Qiu et al. 2021,0.04481,0.012504,-0.0181771,-0.0172829,0.000936502,-0.00505966,-0.0116869
PHV07,Z. mays,SS,SS,This Study,0.01927,0.0191413,0.0320841,-0.00519949,0.00772284,-0.0273145,-0.0119981
PHV37,Z. mays,SS,SS,Qiu et al. 2021,0.0304,0.0144932,0.0221777,-0.00247184,0.00534687,-0.0221968,-0.0301061
PHV53,Z. mays,NSS,NSS,Bukowski et al. 2018,0.00536,0.0184204,0.0212393,0.000703281,0.00140557,-0.0061286,0.00158913
PHV57,Z. mays,IDT,IDT,Qiu et al. 2021,0.02698,0.0200874,-0.0114752,-0.078233,0.0459017,0.057178,0.0102718
PHV63,Z. mays,SS,SS,Qiu et al. 2021,0.03127,0.0140955,0.0143657,-0.00713233,0.00158074,-0.0241045,-0.00333453
PHV78,Z. mays,Mixed,Other,Qiu et al. 2021,0.02638,0.0155294,-0.0199436,-0.0451949,0.0156384,0.00603135,0.00300909
PHVA9,Z. mays,SS,SS,Qiu et al. 2021,0.02809,0.0155902,0.0238852,-0.00700061,0.00503857,-0.0193717,-0.0158167
PHVJ4,Z. mays,IDT,IDT,Qiu et al. 2021,0.03033,0.0188112,-0.0100253,-0.0721702,0.0438301,0.0519843,0.011566
PHW03,Z. mays,Mixed,Other,Qiu et al. 2021,0.03163,0.0109769,-0.0101059,-0.000714975,-0.00333431,-0.00934707,-0.0150671
PHW06,Z. mays,IDT,IDT,This Study,0.02178,0.0163883,-0.0119775,-0.0534965,0.0341397,0.0489263,0.00047424
PHW17,Z. mays,SS,SS,Qiu et al. 2021,0.01358,0.0143676,0.0551574,0.0144803,0.00583667,0.000923799,0.0124915
PHW20,Z. mays,Mixed,Other,Qiu et al. 2021,0.02914,0.00890837,-0.00714723,0.000381371,0.000719135,0.0041761,-0.012034
PHW30,Z. mays,Mixed,Other,Qiu et al. 2021,0.0352,0.0161677,-0.022733,-0.0626055,0.0285452,0.0317039,0.0126418
PHW43,Z. mays,NSS,NSS,Qiu et al. 2021,0.03521,0.0171371,-0.019159,-0.0331263,0.0073073,0.00594409,0.0126245
PHW51,Z. mays,SS,SS,Bukowski et al. 2018,0.00643,0.0195947,0.0544845,0.00723765,0.00560603,-0.0164937,0.00393041
PHW52,Z. mays,SS,SS,Qiu et al. 2021,0.02005,0.0179041,0.0550409,0.00299892,0.010319,-0.0255429,-0.0220474
PHW53,Z. mays,IDT,IDT,Qiu et al. 2021,0.03133,0.0168369,-0.0225062,-0.063807,0.0326072,0.0431558,0.00263094
PHW65,Z. mays,NSS,NSS,Qiu et al. 2021,0.02531,0.0173076,-0.0213545,-0.0266095,0.0013529,-0.00983002,0.0148205
PHW79,Z. mays,Mixed,Other,Qiu et al. 2021,0.03413,0.0152495,-0.0028952,-0.0116703,-0.0034078,-0.0343937,0.0131782
PHW80,Z. mays,NSS,NSS,Qiu et al. 2021,0.03483,0.0141816,-0.0271887,-0.0154887,-0.0138727,-0.0383308,0.0165975
PHW86,Z. mays,IDT,IDT,Qiu et al. 2021,0.02667,0.0189868,0.00744982,-0.0565082,0.0375777,0.040801,-0.00436233
PHWG5,Z. mays,NSS,NSS,Qiu et al. 2021,0.0306,0.013677,-0.0199935,-0.0218975,-0.00203352,-0.0128557,0.00681999
PHWRZ,Z. mays,SS,SS,This Study,0.01855,0.0187123,0.0217135,-0.00640074,0.0029206,-0.0316046,0.000581765
PHZ51,Z. mays,Mixed,Other,Qiu et al. 2021,0.02952,0.0128504,-0.0200965,-0.0198383,-0.000610379,-0.00882023,-0.00971433
PI306615,Z. mays,Zea luxurians,Wild relatives,"Chen et al., 2022",0.0637,-0.0688808,0.0376078,-0.0628199,-0.112121,0.0260636,0.00282824
PI306617,Z. mays,Zea luxurians,Wild relatives,"Chen et al., 2022",0.04982,-0.0701525,0.0374623,-0.0644547,-0.113795,0.0262112,0.00252694
PI441929,Z. mays,Teosinte,Wild relatives,"Chen et al., 2022",0.10032,-0.0674098,0.029016,-0.0485664,-0.0698226,0.00889567,0.00448611
PI441931,Z. mays,Teosinte,Wild relatives,"Chen et al., 2022",0.07426,-0.0729219,0.0333236,-0.0544563,-0.0742413,0.0100133,0.00840492
PI441932,Z. mays,Teosinte,Wild relatives,"Chen et al., 2022",0.08501,-0.0695566,0.0306059,-0.050335,-0.0716297,0.0107109,0.00738189
PI46-2368,Z. mays,Zea diploperennis,Wild relatives,"Chen et al., 2022",0.05593,-0.0724198,0.0329985,-0.0536883,-0.0722587,0.0094883,0.00786585
PLS14,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03395,-0.00446423,-0.0206671,0.0181085,-0.0103185,-0.00160573,-0.111378
PP147,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02904,0.00615909,-0.0106791,0.0173,-0.00947871,0.00796072,-0.00909381
Pa392,Z. mays,Broad origin-public,Other,This Study,0.02572,0.0123238,-0.00299728,0.00704014,-0.00307918,0.00482155,-0.0107891
Pa405,Z. mays,Broad origin-public,Other,This Study,0.02119,0.0120227,-0.00749463,0.00398921,-0.00472878,0.000647668,-0.015914
Pa468,Z. mays,Broad origin-public,Other,This Study,0.02206,0.0102956,-0.0111312,0.00125348,0.00114429,0.0121486,-0.0064418
Pa762,Z. mays,NSS,NSS,Qiu et al. 2021,0.03009,0.0123166,-0.0290202,-0.0121315,-0.0120103,-0.0322441,-0.0186589
Pa778,Z. mays,Mixed,Other,This Study,0.02217,0.0159285,-0.00884805,-0.0083345,-0.00956553,-0.0436986,0.000704496
Pa875,Z. mays,NSS,NSS,Bukowski et al. 2018,0.02005,0.0103744,0.00100336,0.0129314,-0.00492444,0.00533668,0.00651809
Pa880,Z. mays,Mixed,Other,Qiu et al. 2021,0.03406,0.00986662,-0.0137938,-0.00190481,-0.00427745,0.00656629,0.000534058
Pa891,Z. mays,NSS,NSS,This Study,0.02459,0.0139558,-0.0130764,-0.00753596,-0.00214188,-0.0137342,-0.014855
Pa91,Z. mays,NSS,NSS,Qiu et al. 2021,0.03134,0.0114997,-0.0186562,-0.0119085,-0.00455387,-0.0195094,-0.0234208
Q1261,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02642,0.00675677,-0.00934085,0.0240044,-0.0104857,0.012686,-0.000644763
Q381,Z. mays,IDT,IDT,Qiu et al. 2021,0.02996,0.019726,-0.0194956,-0.101719,0.0626829,0.0842453,0.0145825
Qi205,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.18663,0.0119407,-0.00538664,0.00218814,-0.00487686,-0.0115443,0.00502023
Qi319,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02713,0.00945568,-0.00875749,0.00991051,-0.00426374,-0.00270455,0.0314693
Qi35,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.04793,0.0122098,-0.0304189,-0.00670859,-0.0180842,-0.04735,0.0269647
R101,Z. mays,Broad origin-public,Other,This Study,0.02196,0.0130872,-0.0100576,-0.004955,-0.00175156,-0.00710088,-0.00569683
R113,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02965,0.0113149,-0.00865012,-0.00494657,-0.00167603,-0.00860934,-0.0150911
R134,Z. mays,Broad origin-public,Other,This Study,0.02232,0.00971308,-0.0119619,0.00460663,-0.00225543,0.00265314,-0.018298
R168,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02953,0.00987227,-0.0126983,-0.00333977,-0.00236951,-0.0047291,-0.032001
R177,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03038,0.00929092,-0.0204017,-0.0136752,0.000270492,-0.00320342,-0.0180642
R181B,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03437,0.0123056,-0.00907827,-0.0114108,0.000699151,0.00238951,-0.000976092
R197,Z. mays,Mixed,Other,This Study,0.0249,0.0120635,-0.00748276,0.00121613,-0.00135742,0.00832671,-0.0106252
R2,Z. mays,Mixed,Other,Wang et al. 2020,0.02158,0.0130892,-0.00514922,-0.00236667,0.00107523,0.00747321,-0.00660154
R225,Z. mays,Mixed,Other,This Study,0.02595,0.0153664,-0.000435194,-0.00707298,-0.00137909,-0.0174061,-0.0185219
R226,Z. mays,Mixed,Other,Qiu et al. 2021,0.02978,0.0122956,0.00404474,-0.00189997,0.00219729,-0.00382711,-0.00454391
R227,Z. mays,SS,SS,Qiu et al. 2021,0.02554,0.0137199,0.0139822,-0.00927693,0.00642315,-0.000952817,-0.000247583
R229,Z. mays,SS,SS,Qiu et al. 2021,0.00736,0.0168129,0.0822315,0.0161222,0.00663255,-0.00798736,0.0158805
R30,Z. mays,Broad origin-public,Other,This Study,0.02219,0.0102284,-0.0128548,0.00164861,-0.0012792,0.0122188,-0.0042815
R4,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.02043,0.0154339,0.00134339,-0.00254331,-0.00212369,-0.00130788,-0.000786113
R53,Z. mays,Broad origin-public,Other,This Study,0.02273,0.00898189,-0.0123276,0.00258614,-0.00345776,0.00184233,-0.0214277
R71,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02919,0.0124042,-0.00868252,-0.0154574,0.00359921,0.00265605,-0.0201211
R78,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03164,0.00955372,-0.0143388,0.000880484,-0.00484914,0.00458691,-0.00740722
RGSVII,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03213,0.0017991,-0.0127076,0.0348515,-0.00899049,0.0353598,0.0397995
RID0005,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2022",0.0701,-0.0729791,0.0335458,-0.0543287,-0.0738765,0.0101741,0.00845723
RID0006,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2022",0.07411,-0.0731028,0.0332449,-0.0545283,-0.0737293,0.00977912,0.008118
RID0007,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2022",0.07207,-0.0717169,0.0329224,-0.0534613,-0.0731192,0.0104345,0.00849221
RID0008,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2022",0.05124,-0.072278,0.0335444,-0.0543283,-0.0734562,0.0097189,0.00782732
RID0009,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2022",0.07257,-0.0730798,0.0333645,-0.0549256,-0.0744478,0.0100191,0.00815979
RIL003,Z. luxurians,Z. luxurians,Wild relatives,"Chen et al., 2022",0.03636,-0.0695665,0.0370588,-0.0636249,-0.113039,0.0260205,0.00260027
RIL2,Z. luxurians,Z. luxurians,Wild relatives,"Chen et al., 2022",0.06779,-0.0702544,0.0371442,-0.0643464,-0.114228,0.0266883,0.00224608
RIMH001,Z. huehuetenangensis,Z. huehuetenangensis,Wild relatives,"Chen et al., 2022",0.05985,-0.0607057,0.00749664,-0.0108797,-0.00183363,-0.000215062,0.000890761
RIMMA0383,Z. mays,landrace,Other,Wang et al. 2017,0.24641,-0.00824558,-0.0136707,0.0171839,-0.00109664,0.00322995,-0.042372
RIMMA0384,Z. mays,landrace,Other,Wang et al. 2017,0.22147,-0.0089986,-0.0127869,0.0175571,-0.00565298,0.00728065,-0.0545486
RIMMA0385,Z. mays,landrace,Other,Wang et al. 2017,0.22839,-0.00518278,-0.0120707,0.0154483,-0.00571462,0.00470881,-0.0540024
RIMMA0387,Z. mays,landrace,Other,Wang et al. 2017,0.20936,-0.0119533,-0.0135312,0.0203602,-0.00486855,0.00767174,-0.0497703
RIMMA0390,Z. mays,landrace,Other,Wang et al. 2017,0.21455,-1.86663e-05,-0.0141263,0.035383,-0.00741061,0.0359041,0.032841
RIMMA0392,Z. mays,landrace,Other,Wang et al. 2017,0.22165,-0.00123416,-0.0140927,0.040424,-0.00954235,0.037801,0.031798
RIMMA0393,Z. mays,landrace,Other,Wang et al. 2017,0.21933,0.00145563,-0.0122037,0.0357523,-0.00926244,0.0293974,0.0344784
RIMMA0395,Z. mays,landrace,Other,Wang et al. 2017,0.17904,-0.000216524,-0.0123715,0.038099,-0.00936722,0.0351485,0.0350192
RIMMA0398,Z. mays,landrace,Other,Wang et al. 2017,0.20115,0.00177595,-0.00791162,0.0351839,-0.00926607,0.0306456,0.0386665
RIMMA0399,Z. mays,landrace,Other,Wang et al. 2017,0.19808,-0.0019441,-0.013252,0.0422562,-0.0102566,0.0359334,0.032397
RIMMA0409,Z. mays,landrace,Other,Wang et al. 2017,0.20121,-0.00167326,-0.0119665,0.0349038,-0.00798949,0.0289078,0.0300035
RIMMA0415,Z. mays,landrace,Other,Wang et al. 2017,0.19655,-0.0113017,-0.0135371,0.0185535,-0.00560502,0.00776139,-0.0528072
RIMMA0421,Z. mays,landrace,Other,Wang et al. 2017,0.23014,-0.0210176,-0.0104961,0.0294592,0.00991218,0.00991245,-0.00626017
RIMMA0438,Z. mays,landrace,Other,Wang et al. 2017,0.16293,-0.00576525,-0.00871988,0.051864,-0.00913907,0.0452535,0.026359
RIMMA0466,Z. mays,landrace,Other,Wang et al. 2017,0.16467,-0.00541958,-0.00857463,0.0511485,-0.0104358,0.046254,0.0292101
RIMMA0468,Z. mays,landrace,Other,Wang et al. 2017,0.15171,-0.00653212,-0.0134539,0.051844,-0.00978975,0.0458369,0.0258619
RIMMA0623,Z. mays,landrace,Other,Wang et al. 2017,0.09268,-0.0149878,0.000299872,0.0285257,0.00812996,0.00750212,-0.00250986
RIMMA0625,Z. mays,landrace,Other,Wang et al. 2017,0.23075,-0.0218015,-0.00870984,0.0281703,0.0104094,0.00905465,-0.00419218
RIMMA0626,Z. mays,landrace,Other,Wang et al. 2017,0.24757,-0.0185922,-0.0122361,0.0303546,0.00730601,0.0137028,0.00123268
RIMMA0662,Z. mays,landrace,Other,Wang et al. 2017,0.18695,-0.00729264,-0.0144666,0.0484882,-0.00935363,0.0441131,0.0285818
RIMMA0665,Z. mays,landrace,Other,Wang et al. 2017,0.18195,-0.00758511,-0.014343,0.0477808,-0.00800644,0.0431116,0.0270582
RIMMA0670,Z. mays,landrace,Other,Wang et al. 2017,0.2505,-0.0151136,-0.0129447,0.0350688,0.00205577,0.0188249,0.0112305
RIMMA0672,Z. mays,landrace,Other,Wang et al. 2017,0.21827,-0.0226433,-0.0122172,0.0266313,0.0101228,0.00913001,-0.00561778
RIMMA0677,Z. mays,landrace,Other,Wang et al. 2017,0.16373,-0.0132302,-0.0121441,0.0290337,0.000448035,0.0158861,-0.00429431
RIMMA0703,Z. mays,landrace,Other,Wang et al. 2017,0.24712,-0.00219307,-0.0132952,0.0364951,-0.00947396,0.032012,0.0301291
RIMMA0720,Z. mays,landrace,Other,Wang et al. 2017,0.2316,-0.00072388,-0.0124613,0.0356906,-0.00753546,0.0309113,0.0278878
RIMMA0733,Z. mays,landrace,Other,Wang et al. 2017,0.18967,-0.00390935,-0.0127144,0.0330986,-0.0076223,0.0262589,0.0150766
RIMMA1007,Z. mays,landrace,Other,Wang et al. 2017,0.23712,-0.015088,-0.0111613,0.0310643,0.00485214,0.0167673,0.0113845
RIMMA1008,Z. mays,landrace,Other,Wang et al. 2017,0.24319,-0.0153342,-0.0107987,0.0326238,0.00476623,0.0165727,0.00866996
RIMMA1010,Z. mays,landrace,Other,Wang et al. 2017,0.2071,-0.0113695,-0.0113145,0.0314881,-0.00341109,0.0200092,0.00248458
RIMMA1012,Z. mays,landrace,Other,Wang et al. 2017,0.23372,-0.0110967,-0.0117023,0.0202468,-0.00591553,0.00910021,-0.0506602
RIN1,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.05873,-0.0697227,0.0388225,-0.0652049,-0.117458,0.0273708,0.0033584
RRA-14,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2022",0.07653,-0.0731311,0.0333197,-0.0543229,-0.0737123,0.00956784,0.00760417
RS_710,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.00803,0.0162041,0.0358574,0.00826929,0.00371208,-0.00245469,-0.010616
RT9,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03178,-0.00209436,-0.0196379,0.0139515,-0.00704493,-0.00218641,-0.109333
S018693,Z. mays,Poland,Europe,This study,0.02528,-0.000508428,-0.0222665,0.0197934,-0.00835991,0.00996733,-0.0702558
S03198,Z. mays,Poland,Europe,This study,0.02083,0.0178475,0.0088383,-0.0275287,0.0158764,0.000865971,-0.00589086
S160,Z. mays,Poland,Europe,This study,0.02846,0.0125954,0.00234875,-0.00710854,0.00445227,0.00567277,-0.00874003
S245,Z. mays,Poland,Europe,This study,0.09219,0.0161478,0.00876306,-0.0401184,0.0332239,0.033204,-0.00467406
S25,Z. mays,Poland,Europe,This study,0.02415,-0.00276854,-0.0212753,0.0233303,-0.00897863,0.00851925,-0.0994449
S311,Z. mays,Poland,Europe,This study,0.02136,0.00363273,-0.0147253,0.0195385,-0.0082286,0.00843692,-0.0372158
S336A,Z. mays,Poland,Europe,This study,0.02281,0.0161934,-0.017653,-0.0484464,0.0268565,0.0403201,0.00719411
S37,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02484,0.00356655,-0.0136331,0.0293494,-0.00762254,0.0248699,0.0346992
S50676,Z. mays,Poland,Europe,This study,0.02846,0.0180978,-0.00328808,-0.0675409,0.0448072,0.0523094,-0.00498763
S61328,Z. mays,Poland,Europe,This study,0.02435,-0.00278047,-0.021701,0.0246561,-0.00878513,0.00861871,-0.0879808
S68911,Z. mays,Poland,Europe,This study,0.02901,0.0152925,-0.0120194,-0.0566923,0.0365499,0.0496002,-0.00499774
S7913,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02741,0.00996508,-0.0185962,0.00644932,-0.00794446,0.00421409,0.00514705
S8324,Z. mays,SS,SS,Bukowski et al. 2018,0.00383,0.0184281,0.0729051,0.0124031,0.00525677,-0.0133113,0.00782546
S8326,Z. mays,NSS,NSS,Qiu et al. 2021,0.03878,0.0142534,-0.0402412,-0.0247079,-0.0276939,-0.0879017,0.0520707
S84854,Z. mays,Poland,Europe,This study,0.02149,0.0176295,-0.0149755,-0.063689,0.039795,0.0535325,0.00505087
SA24,Z. mays,Popcorn,Other,Bukowski et al. 2018,0.0215,0.00425544,-0.00517324,0.0132205,-0.00229644,0.0104484,-0.0232784
SC213R,Z. mays,Mixed,Other,Bukowski et al. 2018,0.0191,0.00921236,-0.0048627,0.0136976,-0.00635596,0.00915469,0.00113758
SC357,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02383,0.00921097,0.000726843,0.0183495,-0.00650736,0.0107797,0.0109435
SC55,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02299,0.00790355,-0.00656716,0.0173715,-0.00608473,0.0144516,0.0178942
SCRO1,Z. mays,NSS,NSS,Qiu et al. 2021,0.03161,0.014603,-0.0181052,-0.0196748,-0.00556076,-0.023226,0.0168266
SD101,Z. mays,SS,SS,Qiu et al. 2021,0.0318,0.0148784,0.00802453,-0.0202268,0.0133393,-0.00602833,-0.00613756
SD102,Z. mays,IDT,IDT,Qiu et al. 2021,0.02793,0.017543,-0.00193823,-0.0368176,0.0192691,0.0167726,0.00082588
SD107,Z. mays,SS,SS,Qiu et al. 2021,0.02817,0.0152085,0.0286888,-0.00165146,0.00684607,-0.00862668,-0.0308666
SD15,Z. mays,Mixed,Other,This Study,0.02333,0.0130546,-0.0139996,-0.00888701,-0.00334239,-0.0111552,-0.00552662
SD40,Z. mays,Mixed,Other,Qiu et al. 2021,0.02806,0.0193915,-0.0014014,-0.0682801,0.0415376,0.0399242,0.00898941
SD42,Z. mays,Broad origin-public,Other,This Study,0.02143,0.010109,-0.00354883,0.0064947,-0.000792576,0.00633341,-0.0246856
SD44,Z. mays,Mixed,Other,Qiu et al. 2021,0.03226,0.0133189,-0.0127239,-0.0218693,0.00724078,0.0105659,-0.0021525
SG_30A,Z. mays,Popcorn,Other,This Study,0.02145,0.00658237,-0.0116116,0.00902162,-0.00292454,0.0126995,-0.018813
SNLP305,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02889,0.00238551,-0.00836529,0.0307927,-0.0086663,0.0281155,0.0349713
SVINGP2A,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.0299,0.00113416,-0.0139563,0.0337239,-0.0107282,0.0301448,0.0347691
S_56,Z. mays,Sweet corn,Other,This Study,0.0258,-0.00427832,-0.0227228,0.0228483,-0.005838,0.00345726,-0.0990158
Seagull_Seventeen,Z. mays,NSS,NSS,Qiu et al. 2021,0.03213,0.0157474,-0.046688,-0.0311924,-0.0316866,-0.106303,0.0604745
Sg_1533,Z. mays,Popcorn,Other,Bukowski et al. 2018,0.0313,0.00792293,-0.00668149,0.0136223,-0.00833099,0.00940359,-0.0154748
Sg_18,Z. mays,Popcorn,Other,Bukowski et al. 2018,0.03142,0.00763667,-0.00515388,0.0103643,-0.00262727,0.0150741,-0.0218705
Shen137,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.0293,0.00604416,-0.0130178,0.017588,-0.00678656,0.00373667,0.0352659
Shuang741,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02418,0.00632948,-0.0200823,0.0183006,-0.00812758,0.00790649,-0.00498199
Si273,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02744,0.0109239,-0.015321,0.0101969,-0.0130737,-0.00849679,0.0118682
Suwan1611,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.14937,0.00631432,-0.00893869,0.0196565,-0.0066731,0.0114719,0.0200156
T141,Z. mays,Broad origin-public,Other,This Study,0.04695,0.0136239,0.0230598,0.0045533,0.00632639,0.0022153,-0.0280789
T146,Z. mays,Sweet corn,Other,This Study,0.02432,-0.00122672,-0.0179521,0.0365797,-0.00991868,0.0244477,-0.0114098
T232,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02333,0.00960986,0.00650661,0.0151179,-0.00342551,0.00675224,0.00362506
