VCFname,Uniform_Name,Species,Subpopulation,Group,Source,CountryOfOrigin,HeteroticGroup,ImprovementEra,Latitude,Longitude,Notes,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,IsBugeater,ShortName
PI46-2368,PI46-2368,Z.mays,Zea diploperennis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.05593,-0.078831,-0.0247809,0.0674908,-0.00603944,0.0251502,0.0492322,0.00226944,0.0494588,0.15137,-0.0648753,no,NA
PLS14,PLS14,Z.mays,Landrace,Other,Brandenburg et al. 2017,Poland,Flint,Landrace,51.15,21.83,NA,0.03395,-0.0139545,-0.000471811,-0.0294251,0.0060701,0.00583511,-0.00321305,-0.0577935,0.118977,-0.0457581,-0.0221379,no,EU
PP147,PP147,Z.mays,Landrace,Other,Brandenburg et al. 2017,USA,Dent,Landrace,42.6,-72.61,NA,0.02904,-0.000969846,-0.00436848,-0.0315271,0.0100662,0.00642586,0.0119809,-0.0176977,0.0312127,-0.00800263,-0.00419372,no,EU
Pa392,PA392,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02572,0.019083,-0.0107859,-0.000297453,-0.00849437,-0.00497483,0.00131694,-0.0272495,-0.000128152,0.00577807,0.00134299,yes,Nebraska
Pa405,PA405,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02119,0.0194593,-0.010344,-0.000191052,-0.0143724,-0.0104042,0.00405232,-0.0300669,0.00516478,0.0074866,0.00667184,yes,Nebraska
Pa468,PA468,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02206,0.0164787,-0.00963272,-0.00325596,-0.00958287,-0.0147985,0.0061399,-0.0230138,-0.00274178,0.00480668,-0.00231069,yes,Nebraska
Pa762,PA762,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03009,-0.00139594,0.0417285,-0.00475207,-0.0389191,0.00410307,-0.00452105,-0.0376517,-0.00734224,0.0504014,0.103752,yes,WiDivCore
Pa778,PA778,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02217,0.0223039,-0.000625078,0.00818302,-0.0374737,0.00228225,0.00446265,0.00787521,0.00410314,-0.00967717,-0.0228994,yes,Nebraska
Pa875,PA875,Z.mays,NSS,NSS,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02005,0.00908536,-0.0105611,-0.0215575,0.0139994,0.0124884,0.0168428,0.012834,0.0184513,0.00354953,0.0246495,no,GB
Pa880,PA880,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03406,-0.00743377,0.0341323,-0.0147376,0.0077926,0.0138818,-0.00188642,-0.00750653,-0.00967777,0.00794574,0.0128808,yes,WiDivCore
Pa891,PA891,Z.mays,NSS,NSS,This Study,USA,NA,NA,NA,NA,NA,0.02459,0.0199618,-0.0016668,0.00330622,-0.0244603,-0.0117307,0.00624918,-0.024864,0.00050479,0.0200732,0.0337742,yes,Nebraska
Pa91,PA91,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03134,-0.00538179,0.0461738,-0.00571205,-0.00640016,0.0200702,-0.0109768,-0.0224446,0.0127105,0.026873,0.071222,yes,WiDivCore
Q1261,Q1261,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02642,0.00639931,-0.00361784,-0.0124477,-0.017335,-0.00762802,-0.00245204,-0.0432762,-0.0621554,0.0148186,-0.0414489,no,CN
Q381,Q381,Z.mays,IDT,IDT,Qiu et al. 2021,NA,NA,NA,NA,NA,NA,0.02996,0.00773626,0.0626328,0.0460956,0.0994642,-0.113439,0.0416361,0.0311268,0.0055675,-0.0151218,-0.0229047,no,WiDivCore
Qi205,QI205,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.18663,0.0152651,-0.00451485,-0.00110092,-0.0223465,-0.00956662,0.00730332,-0.00371567,-0.0180112,0.00404903,-0.0130542,no,CN
Qi319,QI319,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02713,0.00971541,-0.00208954,-0.00828626,-0.0176179,-0.00254533,0.00701296,0.00385205,-0.0480125,0.013337,-0.0122284,no,CN
Qi35,QI35,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.04793,0.0164035,-0.00167163,-0.00505998,-0.0517262,-0.0101487,0.0192858,0.0307868,0.0102577,-0.0198612,-0.0364037,no,CN
R101,R101,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02196,0.0156192,0.00303419,0.0011916,-0.0147756,-0.00731798,0.00417498,-0.020899,0.00279227,0.00939977,0.0114265,yes,Nebraska
R113,R113,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02965,-0.00198647,0.0371927,-0.00180524,0.00155115,0.0165924,-0.0151437,-0.028371,0.00182978,0.0114807,0.0275711,yes,WiDivCore
R134,R134,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02232,0.0129732,-0.003272,-0.00390306,-0.0110089,-0.00910863,0.00255639,-0.0259969,0.000609729,0.00497881,-0.000808175,yes,Nebraska
R168,R168,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02953,-0.00594522,0.0382384,-0.00634086,0.0061057,0.0205685,-0.0184829,-0.0359268,0.0113545,0.0055058,0.0147754,yes,WiDivCore
R177,R177,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03038,-0.00873635,0.043093,-0.00777463,0.00775625,0.0107969,-0.00750662,-0.0253628,0.00526601,0.0165466,0.0408352,yes,WiDivCore
R181B,R181B,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03437,-0.00301808,0.0376278,-0.00228335,0.00927203,0.00942216,-0.00652064,-0.0147029,0.00137879,0.0109005,0.0245073,yes,WiDivCore
R197,R197,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.0249,0.0148882,-0.00200035,-0.00244389,-0.00679251,-0.00895941,0.00549886,-0.0206984,0.00253267,0.00663912,0.00590214,yes,Nebraska
R2,R2,Z.mays,Mixed,Other,Wang et al. 2020,USA,NA,PublicBreeding,NA,NA,NA,0.02158,0.0196272,-0.00783869,0.0012323,-0.00614864,-0.00798544,0.00350757,-0.0180584,0.00157828,0.00531374,0.00650852,no,CN
R225,R225,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02595,0.018567,0.0049175,0.00868371,-0.0148907,0.00459179,-0.00445892,-0.0244238,-0.00126041,0.0120354,0.0159558,yes,Nebraska
R226,R226,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02978,0.00588164,0.0278752,0.0106989,0.00732543,0.0269121,-0.0223328,-0.0193574,-0.0172489,0.00743223,-0.00225157,yes,WiDivCore
R227,R227,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02554,0.00832786,0.0201457,0.010331,0.0138543,0.0179183,-0.00908061,0.00521184,0.00992659,-0.00361422,0.00212413,yes,WiDivCore
R229,R229,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.00736,0.0401112,-0.0496423,0.0252235,0.00111216,0.00503343,0.00761759,0.0271396,0.0205674,0.00207631,0.0292283,yes,WiDivCore
R30,R30,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02219,0.0114135,-0.00352099,-0.00760275,-0.0069122,-0.0103309,0.00501873,-0.0226519,-8.38077e-05,0.00329555,-0.00202848,yes,Nebraska
R4,R4,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02043,0.0125101,-0.00113688,-0.0133255,0.0150676,0.013588,0.0122642,0.00128603,0.0262156,0.008351,0.0354193,yes,GB
R53,R53,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02273,0.0110912,-0.00062948,-0.00387933,-0.0138648,-0.0106707,0.00207319,-0.031435,0.00290375,0.00626298,0.000962086,yes,Nebraska
R71,R71,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02919,-0.00171092,0.0346659,-0.00173187,0.0166813,0.00931823,-0.00810403,-0.0252111,0.0119943,0.00689694,0.0224225,yes,WiDivCore
R78,R78,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03164,-0.0080354,0.0329916,-0.0135343,0.00951327,0.014224,-0.00488498,-0.016324,0.00261814,0.00358424,0.0102918,yes,WiDivCore
RGSVII,RGSVII,Z.mays,Landrace,Other,Brandenburg et al. 2017,Brazil,SouthAmerican,Landrace,-30,-53,NA,0.03213,-0.00729294,-0.0180465,-0.0516502,0.0311141,0.010945,0.0223804,0.0179213,-0.0131278,0.000976656,-0.00605054,no,EU
RID0005,RID0005,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.0701,-0.0827005,-0.0239266,0.0665186,-0.00201367,0.0298827,0.0522256,0.00649175,0.0535708,0.152645,-0.062525,No,Teosinte
RID0006,RID0006,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.07411,-0.080083,-0.0252007,0.0682149,-0.00528527,0.0264054,0.0514721,0.00320823,0.0515649,0.153174,-0.0639952,No,Teosinte
RID0007,RID0007,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.07207,-0.0850917,-0.0220951,0.0644138,0.00123333,0.0327749,0.0540649,0.00784771,0.0552358,0.153397,-0.0620142,No,Teosinte
RID0008,RID0008,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.05124,-0.0852845,-0.0222868,0.0673538,-0.00171945,0.0313802,0.052654,0.00648152,0.054614,0.154724,-0.0643004,No,Teosinte
RID0009,RID0009,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.07257,-0.0834643,-0.0239641,0.0683307,-0.00270519,0.0296432,0.0529765,0.00577664,0.0549086,0.156944,-0.0648501,No,Teosinte
RIL003,RIL003,Z. luxurians,Z. luxurians,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.03636,-0.0851331,-0.0218792,0.0698025,0.000306024,0.0465694,0.0990426,-0.0271381,-0.036782,-0.0862683,0.0374935,No,Teosinte
RIL2,RIL2,Z. luxurians,Z. luxurians,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.06779,-0.0784761,-0.0254901,0.0716911,-0.00421907,0.0422837,0.0983897,-0.0299438,-0.0415123,-0.0935923,0.0409482,No,Teosinte
RIMH001,RIMH001,Z. huehuetenangensis,Z. huehuetenangensis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.05985,-0.0503346,-0.0200151,0.0233483,-0.00268545,-0.00601258,-0.0119428,0.00775435,-0.00183616,-0.00528014,0.00784451,No,Teosinte
RIMMA0383,RIMMA0383,Z.mays,landrace,Other,Wang et al. 2017,USA,NA,Landrace,34.9,-107.6,NA,0.24641,-0.000825514,-0.0263786,-0.0107577,-0.0153769,-0.0223631,0.0047963,-0.0339956,0.0228799,-0.00882794,-0.0258756,no,landrace
RIMMA0384,RIMMA0384,Z.mays,landrace,Other,Wang et al. 2017,USA,NA,Landrace,36.2,-105.7,NA,0.22147,-0.00301995,-0.0287717,-0.00922338,-0.0140139,-0.0219435,0.0051576,-0.0332016,0.0258611,-0.0112337,-0.0292068,no,landrace
RIMMA0385,RIMMA0385,Z.mays,landrace,Other,Wang et al. 2017,USA,NA,Landrace,36.45,-105.55,NA,0.22839,0.000967789,-0.0260978,-0.0106148,-0.0143892,-0.0210023,0.00527036,-0.0363395,0.0253308,-0.0100252,-0.0265815,no,landrace
RIMMA0387,RIMMA0387,Z.mays,landrace,Other,Wang et al. 2017,USA,NA,Landrace,35.6166666666667,-106.733333333333,NA,0.20936,-0.00174503,-0.0310176,-0.01148,-0.0146715,-0.0236096,0.00360825,-0.030914,0.0241498,-0.0119266,-0.0266321,no,landrace
RIMMA0390,RIMMA0390,Z.mays,landrace,Other,Wang et al. 2017,Colombia,SouthAmerican,Landrace,4.516666667,-75.63333333,NA,0.21455,0.00310977,-0.0330576,-0.029925,-0.00103602,-0.0191695,0.0204965,-0.00896134,-0.0304914,0.00606325,-0.0340456,no,landrace
RIMMA0392,RIMMA0392,Z.mays,landrace,Other,Wang et al. 2017,Colombia,SouthAmerican,Landrace,1.75,-75.58333333,NA,0.22165,0.00206949,-0.0351688,-0.0322928,-0.000740453,-0.0192661,0.019674,-0.0101725,-0.0289236,0.0044415,-0.0371668,no,landrace
RIMMA0393,RIMMA0393,Z.mays,landrace,Other,Wang et al. 2017,Colombia,SouthAmerican,Landrace,8.316666667,-75.15,NA,0.21933,0.00468806,-0.0331066,-0.0301012,-0.00172324,-0.0156822,0.0212902,-0.00632902,-0.0298861,0.00725966,-0.028671,no,landrace
RIMMA0395,RIMMA0395,Z.mays,landrace,Other,Wang et al. 2017,Colombia,SouthAmerican,Landrace,8.5,-77.26666667,NA,0.17904,0.00345652,-0.0351567,-0.0274145,0.000940988,-0.0151149,0.0198114,-0.00490113,-0.0221839,0.00470255,-0.0281355,no,landrace
RIMMA0398,RIMMA0398,Z.mays,landrace,Other,Wang et al. 2017,Colombia,SouthAmerican,Landrace,9.433333333,-75.7,NA,0.20115,0.0102579,-0.0382464,-0.0226102,-0.00178944,-0.0149413,0.0208101,-0.00105472,-0.0223724,0.00554683,-0.021506,no,landrace
RIMMA0399,RIMMA0399,Z.mays,landrace,Other,Wang et al. 2017,Colombia,SouthAmerican,Landrace,10.18333333,-74.05,NA,0.19808,0.00324827,-0.0359409,-0.0309316,-0.0025735,-0.0189178,0.0196195,-0.00886035,-0.0293182,0.00433902,-0.0354433,no,landrace
RIMMA0409,RIMMA0409,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,15.43333333,-92.9,NA,0.20121,0.00230161,-0.0322553,-0.0278143,-0.00334132,-0.0187146,0.0172346,-0.00964435,-0.0278681,0.0063794,-0.0307772,no,landrace
RIMMA0415,RIMMA0415,Z.mays,landrace,Other,Wang et al. 2017,USA,NA,Landrace,35.9,-110.666666666667,NA,0.19655,-0.00254859,-0.0298053,-0.0108707,-0.0134149,-0.02323,0.00338681,-0.0307362,0.0242052,-0.0129989,-0.0256616,no,landrace
RIMMA0421,RIMMA0421,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,19.85,-97.98333333,NA,0.23014,-0.00627239,-0.0353346,-0.0172196,-0.00933385,-0.0255524,-0.000283876,-0.0126421,-0.00439527,-0.00401761,-0.0270347,no,landrace
RIMMA0438,RIMMA0438,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,19,-97.38333333,NA,0.16293,0.00520299,-0.0434041,-0.0292326,0.00324338,-0.0176311,0.0190377,-0.00391353,-0.0182885,-0.00201516,-0.03706,no,landrace
RIMMA0466,RIMMA0466,Z.mays,landrace,Other,Wang et al. 2017,Peru,SouthAmerican,Landrace,-14.31666667,-72.91666667,NA,0.16467,0.00259418,-0.0433551,-0.0294018,0.00391804,-0.017071,0.0195974,-0.00455488,-0.0194434,-0.00095333,-0.0402988,no,landrace
RIMMA0468,RIMMA0468,Z.mays,landrace,Other,Wang et al. 2017,Peru,SouthAmerican,Landrace,-9.383333333,-77.16666667,NA,0.15171,-0.00213533,-0.0379338,-0.0366068,0.00243,-0.0191577,0.0189283,-0.0113682,-0.0286509,-0.000524754,-0.0498316,no,landrace
RIMMA0623,RIMMA0623,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,20.03333333,-103.6833333,NA,0.09268,-0.00609983,-0.0277355,-0.018382,0.00785122,-0.00598057,-0.00446761,0.00952519,0.0157805,-0.00919303,0.00278278,no,landrace
RIMMA0625,RIMMA0625,Z.mays,landrace,Other,Wang et al. 2017,Peru,SouthAmerican,Landrace,-8.7,-77.38333333,NA,0.23075,-0.00528385,-0.0366774,-0.0145031,-0.00800635,-0.023568,0.000541321,-0.00920164,-0.000193477,-0.0046955,-0.0229542,no,landrace
RIMMA0626,RIMMA0626,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,19.88333333,-97.58333333,NA,0.24757,-0.00578937,-0.0337821,-0.019792,-0.00801719,-0.0254402,0.00334337,-0.0127723,-0.0111031,-0.00162232,-0.0286179,no,landrace
RIMMA0662,RIMMA0662,Z.mays,landrace,Other,Wang et al. 2017,Ecuador,Tropical,Landrace,0,-78,NA,0.18695,-0.00247366,-0.0373247,-0.0354007,0.00199081,-0.0202933,0.0184298,-0.010601,-0.0283339,-0.000205975,-0.0472373,no,landrace
RIMMA0665,RIMMA0665,Z.mays,landrace,Other,Wang et al. 2017,Ecuador,SouthAmerican,Landrace,-0.916666667,-78.91666667,NA,0.18195,-0.00375176,-0.0362018,-0.0354437,0.00110267,-0.0214791,0.0176736,-0.0125072,-0.0282027,-0.000531041,-0.0486197,no,landrace
RIMMA0670,RIMMA0670,Z.mays,landrace,Other,Wang et al. 2017,Guatemala,Tropical,Landrace,14.96666667,-91.76666667,NA,0.2505,-0.00848775,-0.0312824,-0.0309118,-0.00027734,-0.018149,0.00633994,-0.00910741,-0.0139139,-0.00266342,-0.0308275,no,landrace
RIMMA0672,RIMMA0672,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,19.68333333,-99.13333333,NA,0.21827,-0.0160904,-0.0272707,-0.0258662,-0.000327511,-0.0188309,-0.00352359,-0.00718339,0.0024508,-0.0074021,-0.0207337,no,landrace
RIMMA0677,RIMMA0677,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,21.36666667,-102.85,NA,0.16373,-0.00355872,-0.0341482,-0.0182072,-0.0092254,-0.0229983,0.00659547,-0.0137375,-0.00618604,-0.00291471,-0.0272539,no,landrace
RIMMA0703,RIMMA0703,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,20.83333333,-88.51666667,NA,0.24712,0.000107321,-0.0320423,-0.0305647,-0.000681688,-0.0179011,0.018097,-0.00819923,-0.0269926,0.00407213,-0.0312913,no,landrace
RIMMA0720,RIMMA0720,Z.mays,landrace,Other,Wang et al. 2017,Guatemala,Tropical,Landrace,15.46666667,-88.85,NA,0.2316,0.00421653,-0.0342593,-0.0277545,-0.00154031,-0.0185235,0.018054,-0.00956468,-0.0246003,0.00408861,-0.0292658,no,landrace
RIMMA0733,RIMMA0733,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,16.56666667,-94.61666667,NA,0.18967,0.000612408,-0.0324261,-0.0246591,-0.00529586,-0.0189814,0.0145594,-0.0128796,-0.0195208,0.00251032,-0.0303449,no,landrace
RIMMA1007,RIMMA1007,Z.mays,landrace,Other,Wang et al. 2017,Guatemala,Tropical,Landrace,15.03333,-91.783333,NA,0.23712,-0.00307163,-0.0351908,-0.0215303,-0.00706595,-0.0238138,0.00725472,-0.010621,-0.0148624,0.000396391,-0.0276826,no,landrace
RIMMA1008,RIMMA1008,Z.mays,landrace,Other,Wang et al. 2017,Guatemala,Tropical,Landrace,14.91667,-91.33333,NA,0.24319,-0.00367108,-0.0352589,-0.0216109,-0.00722131,-0.0235488,0.00656708,-0.0105813,-0.0137068,-0.000156066,-0.02899,no,landrace
RIMMA1010,RIMMA1010,Z.mays,landrace,Other,Wang et al. 2017,Mexico,Tropical,Landrace,16.85,-99.067,NA,0.2071,-0.00324524,-0.0334992,-0.0206257,-0.00682804,-0.0217294,0.00930864,-0.0141097,-0.0115342,-0.000938459,-0.0279483,no,landrace
RIMMA1012,RIMMA1012,Z.mays,landrace,Other,Wang et al. 2017,USA,NA,Landrace,35.761696,-105.932521,NA,0.23372,-0.000459815,-0.0314557,-0.00954547,-0.0146396,-0.0233197,0.00304699,-0.0310533,0.0214485,-0.0117793,-0.025154,no,landrace
RIN1,RIN1,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.05873,-0.0861648,-0.0231781,0.071324,0.00178838,0.0509201,0.10809,-0.0288481,-0.0408998,-0.0998737,0.0438477,No,Teosinte
RRA-14,RRA-14,Z. diploperennis,Z. diploperennis,Wild relatives,"Chen et al., 2020",NA,NA,NA,NA,NA,NA,0.07653,-0.0799973,-0.0260786,0.068853,-0.00965587,0.0213415,0.0504074,-0.00184978,0.0459971,0.150528,-0.0679051,No,Teosinte
RS_710,RS710,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00803,0.036762,-0.0386157,0.0157743,-0.000585309,0.00153306,0.00349289,0.00850215,0.017783,-0.00246348,0.00986816,yes,HapMap3
RT9,RT9,Z.mays,Landrace,Other,Brandenburg et al. 2017,Germany,Flint,Landrace,48.77,8.58,NA,0.03178,-0.0110434,0.000284527,-0.0258484,0.00507152,0.0029911,-0.00265896,-0.0601844,0.116156,-0.0445174,-0.0202472,no,EU
S018693,S018693,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02528,0.000472796,-0.00449127,-0.00603498,-0.0190489,-0.0222521,-0.00944087,-0.0581634,0.0389578,-0.0237083,-0.0326319,no,Pol
S03198,S03198,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02083,0.0276899,-0.00354142,0.0278745,-0.00482496,-0.0147603,-0.00102842,-0.00480699,-0.00371179,0.00374202,0.00508534,no,Pol
S160,S160,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02846,0.00742557,0.0119369,0.00357805,0.00890489,0.0020564,-0.00521144,-0.0246688,-0.00192881,-0.00398159,-0.024443,no,Pol
S245,S245,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.09219,0.0272602,-0.00472946,0.0314517,0.0191128,-0.044526,0.00875707,-0.00270384,0.000342618,-0.00351105,-0.00849406,no,Pol
S25,S25,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02415,0.00529468,-0.0146943,-0.0060178,-0.0207508,-0.0212616,-0.00851131,-0.059376,0.0546933,-0.0271523,-0.026322,no,Pol
S311,S311,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02136,0.0115012,-0.0149515,-0.0051725,-0.0167938,-0.0172829,-0.000713705,-0.0332672,0.0219617,-0.0112283,-0.012191,no,Pol
S336A,S336A,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02281,0.0205722,0.0104492,0.0237621,0.0143675,-0.0622869,0.0208828,-0.00677973,-0.0040166,0.00152421,-0.00374853,no,Pol
S37,S37,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02484,0.00668318,-0.0188465,-0.0226518,-0.0056725,-0.0108708,0.00846881,-0.00686549,-0.0407274,0.0134201,-0.0063265,no,CN
S50676,S50676,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02846,0.0164221,0.0206292,0.0312819,0.0588653,-0.0537172,0.0185841,0.0068343,0.0130593,-0.0164034,-0.0286451,no,Pol
S61328,S61328,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02435,0.00358674,-0.0120744,-0.00706572,-0.0201,-0.0202395,-0.00879415,-0.0629758,0.0492658,-0.0252296,-0.0281552,no,Pol
S68911,S68911,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02901,0.0157726,0.0083068,0.0186492,0.0344963,-0.0594268,0.0258507,-0.00874676,0.0138663,-0.00963764,-0.0227061,no,Pol
S7913,S7913,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02741,0.00975026,-0.00072577,-0.0102716,-0.0191129,-0.0123148,0.00573002,-0.0283623,-0.0257687,0.0263897,0.0275778,no,CN
S8324,S8324,Z.mays,SS,SS,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00383,0.0463214,-0.0481574,0.0280388,-0.00396766,0.00540224,0.00597927,0.0225301,0.0235334,0.00399527,0.0276371,yes,HapMap3
S8326,S8326,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03878,-0.00858326,0.0607393,-0.0161995,-0.0800241,0.0280525,0.0266433,0.118865,0.0390819,-0.0549583,-0.0673545,yes,WiDivCore
S84854,S84854,Z.mays,Poland,Europe,This study,Poland,NA,NA,NA,NA,NA,0.02149,0.0232391,0.00955124,0.0294332,0.0249079,-0.0696201,0.0226776,-0.00339565,-0.000944382,-0.00311175,-0.0115009,no,Pol
SA24,SA24,Z.mays,Popcorn,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.0215,-0.000694381,-0.00747573,-0.0281481,0.0176806,0.011235,0.0108831,-0.00364579,0.0453348,-0.00779419,0.0172477,no,GB
SC213R,SC213R,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.0191,0.00219413,-0.00738547,-0.0319143,0.0236407,0.0203218,0.0160841,0.0128663,0.0135226,0.00549139,0.0178278,no,GB
SC357,SC357,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02383,-8.05675e-05,-0.00559634,-0.0360197,0.0271592,0.0248272,0.016533,0.014046,0.010648,0.0039547,0.0130987,no,GB
SC55,SC55,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02299,-0.00326576,-0.00323153,-0.0353699,0.0242874,0.0161521,0.0173281,0.0160811,0.00588532,0.00380224,0.0108237,no,GB
SCRO1,SCRO1,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03161,0.0139705,0.0161128,0.00392582,-0.036589,-0.0153023,0.0151799,-0.00400899,-0.0101343,0.0254106,0.0403277,no,WiDivCore
SD101,SD101,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.0318,0.00535362,0.0367229,0.0191358,0.0223215,0.020166,-0.0135288,0.0143249,-0.0106065,0.00451273,0.0121568,yes,WiDivCore
SD102,SD102,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02793,0.0102693,0.0393327,0.0251755,0.0318131,-0.0249471,0.00518542,-0.00321843,-0.0153124,0.016517,0.0269743,yes,WiDivCore
SD107,SD107,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02817,0.0110256,0.0232313,0.0237144,0.0345574,0.0655757,-0.0487195,-0.0154807,-0.00799238,-0.0207991,-0.0522109,no,WiDivCore
SD15,SD15,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02333,0.0153557,0.00480531,0.00175971,-0.0191282,-0.00822888,0.00825202,-0.00440271,0.013331,-0.00638116,-0.00808421,yes,Nebraska
SD40,SD40,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02806,0.00860273,0.0548866,0.0410201,0.0731994,-0.051144,0.0142274,0.0290753,-0.00895387,-0.00450913,-0.00422496,yes,WiDivCore
